Cluster,Gene,PCT 1,PCT 2,PCT Ratio,p value,Average Log2FC
PVT-2,Gm14372,0.187,0.28,0.667857143,3.78E-07,-0.676684724
PVT-1,Prex2,0.179,0.268,0.667910448,2.20E-06,-1.124655461
PVT-2,Zcchc12,0.318,0.476,0.668067227,1.02E-16,-0.553371139
PVT-3,Wls,0.506,0.757,0.668428005,3.02E-15,-0.940698757
PVT-2,Gm16982,0.111,0.166,0.668674699,0.040415323,-0.579518511
PVT-1,Vwa5b2,0.192,0.287,0.668989547,6.89E-06,-0.753295545
PVT-2,Tent5d,0.17,0.254,0.669291339,1.74E-05,-0.616360866
PVT-2,Ssbp4,0.389,0.581,0.669535284,1.66E-25,-0.617609686
PVT-4,Fbln1,0.298,0.445,0.669662921,0.000215076,-0.777494308
PVT-2,Asphd2,0.146,0.218,0.669724771,0.00092106,-0.511455576
PVT-2,Gm26658,0.144,0.215,0.669767442,0.000841445,-0.597469492
PVT-2,Arsg,0.14,0.209,0.669856459,0.002859085,-0.510249215
PVT-2,Dpy19l3,0.364,0.543,0.670349908,1.43E-22,-0.622076223
PVT-2,Odc1,0.181,0.27,0.67037037,8.30E-06,-0.520991459
PVT-2,Gnb4,0.228,0.34,0.670588235,2.50E-08,-0.509686618
PVT-2,Mzf1,0.112,0.167,0.670658683,0.031511067,-0.624849333
PVT-3,Gm19938,0.521,0.776,0.671391753,7.96E-15,-0.872025901
PVT-2,Snx11,0.141,0.21,0.671428571,0.000918653,-0.624077907
PVT-2,Nell1os,0.358,0.533,0.671669794,5.91E-19,-0.582346539
PVT-2,Syt5,0.252,0.375,0.672,3.69E-10,-0.551530402
PVT-2,Lama3,0.248,0.369,0.672086721,3.65E-11,-0.648308306
PVT-2,Prdx6,0.244,0.363,0.672176309,1.39E-09,-0.506041118
PVT-2,Rras2,0.32,0.476,0.672268908,2.39E-20,-0.797660498
PVT-2,Gm5441,0.279,0.415,0.672289157,1.31E-13,-0.619321422
PVT-2,Stxbp3,0.195,0.29,0.672413793,1.62E-06,-0.552650202
PVT-2,Gm12709,0.372,0.553,0.672694394,2.51E-23,-0.625294858
PVT-2,Hoga1,0.142,0.211,0.672985782,0.000453677,-0.713798574
PVT-1,Mical2,0.268,0.398,0.673366834,4.63E-13,-0.947782845
PVT-1,Tafa4,0.256,0.38,0.673684211,3.21E-11,-0.965309255
PVT-2,Nmbr,0.219,0.325,0.673846154,8.60E-08,-0.541483817
PVT-2,Gm50214,0.124,0.184,0.673913043,0.01917828,-0.493029104
PVT-3,Jph1,0.275,0.408,0.674019608,0.039713606,-0.854665942
PVT-2,Prpf31,0.122,0.181,0.674033149,0.031568572,-0.474509253
PVT-2,Phc1,0.174,0.258,0.674418605,2.13E-05,-0.590572685
PVT-5,Sncaip,0.547,0.811,0.674475956,2.41E-09,-0.768825868
PVT-5,Slc35f4,0.33,0.489,0.674846626,0.038156049,-0.916167717
PVT-2,Arfgap3,0.27,0.4,0.675,1.11E-11,-0.573211525
PVT-4,Lhfp,0.565,0.837,0.675029869,8.80E-46,-1.529486334
PVT-2,Gm13187,0.266,0.394,0.675126904,5.73E-11,-0.533473768
PVT-2,Cdkl2,0.283,0.419,0.675417661,5.26E-12,-0.544955349
PVT-4,Gpr176,0.46,0.681,0.675477239,4.07E-10,-0.702363899
PVT-2,Tafa1,0.39,0.577,0.675909879,6.77E-46,-1.333731847
PVT-2,Gm11659,0.307,0.454,0.676211454,1.21E-14,-0.551334632
PVT-2,Gm47350,0.14,0.207,0.676328502,0.001849649,-0.605699377
PVT-5,Dpyd,0.274,0.405,0.67654321,0.039420491,-1.468130781
PVT-2,Smc2,0.226,0.334,0.676646707,5.81E-09,-0.611551224
PVT-4,Reck,0.264,0.39,0.676923077,0.008171456,-0.786938131
PVT-3,Sntb1,0.6,0.886,0.677200903,4.08E-24,-0.969399397
PVT-2,BC065397,0.128,0.189,0.677248677,0.021180301,-0.522591443
PVT-4,Garem1,0.405,0.598,0.677257525,2.20E-08,-0.76258827
PVT-2,Lrrc19,0.149,0.22,0.677272727,0.001144723,-0.560817161
PVT-3,Ppp1r14c,0.294,0.434,0.677419355,0.009340878,-0.900834296
PVT-2,Nnat,0.261,0.385,0.677922078,7.64E-11,-0.679105319
PVT-2,Chsy3,0.257,0.379,0.678100264,1.14E-09,-0.526547648
PVT-2,Fxyd6,0.196,0.289,0.678200692,7.86E-06,-0.495082061
PVT-2,Fbxl12,0.188,0.277,0.678700361,8.44E-06,-0.561206169
PVT-2,Nckap5,0.495,0.729,0.679012346,2.76E-78,-1.188925191
PVT-2,Tgfb2,0.22,0.324,0.679012346,1.67E-08,-0.624274965
PVT-1,Mtus1,0.201,0.296,0.679054054,6.56E-06,-0.775560529
PVT-3,Kctd17,0.309,0.455,0.679120879,0.019061798,-0.73999588
PVT-2,Notch3,0.14,0.206,0.67961165,0.002658658,-0.60877877
PVT-4,Prrg1,0.295,0.434,0.679723502,0.005030674,-0.685148567
PVT-2,Gm19461,0.242,0.356,0.679775281,2.21E-09,-0.569936393
PVT-2,Gm10550,0.121,0.178,0.679775281,0.048516378,-0.552141954
PVT-2,Gm42609,0.204,0.3,0.68,1.20E-06,-0.553656888
PVT-2,Gm26954,0.285,0.419,0.680190931,6.86E-14,-0.670292686
PVT-3,Gm29865,0.351,0.516,0.680232558,0.001454644,-0.73229424
PVT-3,Dnajc21,0.343,0.504,0.680555556,3.37E-05,-0.957063971
PVT-2,Pcolce2,0.318,0.467,0.680942184,5.69E-16,-0.626671852
PVT-2,Gm13883,0.363,0.533,0.681050657,1.69E-18,-0.609393861
PVT-2,Rftn1,0.421,0.618,0.681229773,9.80E-34,-0.765448259
PVT-2,Hook2,0.355,0.521,0.681381958,3.20E-17,-0.532444246
PVT-2,Fmnl1,0.154,0.226,0.681415929,0.001019812,-0.559436655
PVT-2,Pkd2l2,0.167,0.245,0.681632653,0.000240474,-0.517325853
PVT-2,Ralgds,0.283,0.415,0.681927711,7.03E-13,-0.631513753
PVT-2,Cenpp,0.236,0.346,0.682080925,2.09E-08,-0.548262501
PVT-1,Nacc2,0.191,0.28,0.682142857,6.71E-05,-0.753697509
PVT-2,Shld2,0.176,0.258,0.682170543,7.60E-05,-0.535066422
PVT-2,Ppp1r1a,0.232,0.34,0.682352941,2.14E-08,-0.571193487
PVT-2,Mycbp,0.232,0.34,0.682352941,1.09E-07,-0.489547846
PVT-2,Gpr68,0.215,0.315,0.682539683,3.08E-07,-0.568145575
PVT-2,Rnpep,0.299,0.438,0.682648402,5.25E-13,-0.595180002
PVT-2,Dennd2a,0.142,0.208,0.682692308,0.002182945,-0.647809043
PVT-1,Ano4,0.45,0.659,0.682852807,8.83E-44,-1.263466429
PVT-2,Pygo1,0.168,0.246,0.682926829,0.000415117,-0.502691512
PVT-2,Ydjc,0.181,0.265,0.683018868,6.20E-05,-0.495590628
PVT-2,Rbks,0.194,0.284,0.683098592,6.25E-06,-0.549289135
PVT-2,Sec14l1,0.263,0.385,0.683116883,4.32E-11,-0.615797943
PVT-5,Plxna2,0.632,0.925,0.683243243,5.73E-38,-1.36960805
PVT-2,Gm20641,0.123,0.18,0.683333333,0.036018268,-0.533629541
PVT-5,Thsd4,0.443,0.648,0.683641975,3.01E-05,-1.071080544
PVT-2,Hfm1,0.201,0.294,0.683673469,8.22E-07,-0.614800595
PVT-4,Atp2b2,0.603,0.882,0.683673469,1.55E-52,-1.486636744
PVT-5,Zbtb7c,0.349,0.51,0.684313725,0.00917659,-0.739041399
PVT-2,Limd1,0.206,0.301,0.684385382,1.87E-06,-0.576628211
PVT-3,Arhgap20,0.347,0.507,0.684418146,0.009788766,-0.666223256
PVT-2,Nucb2,0.154,0.225,0.684444444,0.001326052,-0.51645589
PVT-2,Grpel2,0.165,0.241,0.684647303,0.000673533,-0.512653206
PVT-2,Dock2,0.389,0.568,0.684859155,2.69E-25,-0.728730766
PVT-3,Mturn,0.287,0.419,0.6849642,0.03824359,-0.805663782
PVT-5,Rapgef5,0.354,0.516,0.686046512,0.005112226,-0.831992328
PVT-2,Gprin3,0.387,0.564,0.686170213,5.22E-22,-0.647195894
PVT-4,Cx3cl1,0.35,0.51,0.68627451,3.43E-05,-0.673820073
PVT-5,Mgat4c,0.604,0.88,0.686363636,1.23E-35,-2.08008437
PVT-2,Usp6nl,0.254,0.37,0.686486486,3.51E-08,-0.472307643
PVT-2,Hmgcl,0.233,0.339,0.687315634,4.44E-07,-0.484420225
PVT-2,Gm48742,0.288,0.419,0.687350835,5.77E-12,-0.587417386
PVT-2,Gm43507,0.328,0.477,0.687631027,2.20E-17,-0.725988706
PVT-3,Stxbp6,0.645,0.938,0.687633262,6.92E-53,-1.54182263
PVT-1,Tafa2,0.485,0.705,0.687943262,5.12E-53,-1.612837996
PVT-2,Pgm3,0.194,0.282,0.687943262,1.87E-05,-0.534882091
PVT-2,Als2,0.28,0.407,0.687960688,1.04E-12,-0.677348778
PVT-2,Eaf2,0.256,0.372,0.688172043,4.67E-09,-0.521626365
PVT-5,Cdh8,0.552,0.802,0.688279302,6.25E-17,-1.383591347
PVT-2,Gm10544,0.186,0.27,0.688888889,0.000124522,-0.499705102
PVT-3,Tbc1d30,0.423,0.614,0.688925081,1.44E-08,-0.910352138
PVT-2,Gm27153,0.295,0.428,0.689252336,1.24E-11,-0.571816403
PVT-4,Gm12239,0.457,0.663,0.689291101,1.13E-12,-0.956921841
PVT-5,Ptpn5,0.5,0.725,0.689655172,2.10E-05,-0.643385786
PVT-2,Stk19,0.249,0.361,0.689750693,6.64E-08,-0.466231534
PVT-2,Dera,0.185,0.268,0.690298507,0.00013314,-0.493053942
PVT-3,Dlgap4,0.634,0.918,0.690631808,6.82E-34,-1.080776536
PVT-2,Fbxl7,0.163,0.236,0.690677966,0.000583725,-0.619474846
PVT-2,Xpc,0.161,0.233,0.690987124,0.002810766,-0.485841564
PVT-2,Zfp667,0.161,0.233,0.690987124,0.003055013,-0.438546125
PVT-4,Cables1,0.369,0.534,0.691011236,5.19E-07,-0.841675828
PVT-3,Plxna2,0.642,0.929,0.691065662,2.96E-43,-1.265779146
PVT-2,Gm14703,0.132,0.191,0.691099476,0.047223717,-0.489286257
PVT-1,Lynx1,0.195,0.282,0.691489362,8.58E-05,-0.752204808
PVT-3,Kcnj9,0.404,0.584,0.691780822,3.49E-05,-0.726736829
PVT-2,Blcap,0.22,0.318,0.691823899,4.80E-06,-0.463309992
PVT-2,Sh2d5,0.274,0.396,0.691919192,4.71E-10,-0.549622754
PVT-2,Mboat7,0.274,0.396,0.691919192,2.24E-09,-0.517905159
PVT-4,Ano4,0.427,0.617,0.692058347,1.24E-09,-0.997670715
PVT-3,Gm41414,0.434,0.627,0.692185008,1.57E-08,-0.900276723
PVT-4,Npas3,0.504,0.728,0.692307692,1.41E-23,-1.247716325
PVT-2,Tmtc4,0.212,0.306,0.692810458,1.11E-05,-0.502519713
PVT-4,Gria3,0.521,0.752,0.692819149,1.73E-28,-1.400600468
PVT-2,Ppp1r16a,0.183,0.264,0.693181818,0.000477409,-0.450345328
PVT-2,Gm15764,0.147,0.212,0.693396226,0.007786901,-0.52738545
PVT-3,Slc7a8,0.608,0.876,0.694063927,1.20E-29,-1.109947693
PVT-2,Gm2762,0.134,0.193,0.694300518,0.035617738,-0.605434176
PVT-4,Pcdh19,0.402,0.579,0.694300518,1.20E-05,-0.555245189
PVT-1,Tead1,0.15,0.216,0.694444444,0.045070704,-0.68780421
PVT-2,Snx31,0.387,0.557,0.694793537,2.84E-26,-0.781451921
PVT-3,Rab3gap2,0.415,0.597,0.695142379,1.49E-05,-0.747216708
PVT-2,Cdkl3,0.251,0.361,0.695290859,4.45E-08,-0.517857525
PVT-2,Prrg4,0.178,0.256,0.6953125,0.000779644,-0.490843342
PVT-2,Cers1,0.154,0.221,0.696832579,0.007229646,-0.526050486
PVT-1,St8sia5,0.177,0.254,0.696850394,0.009268742,-0.590189825
PVT-2,Tram1,0.283,0.406,0.697044335,2.44E-09,-0.499175549
PVT-2,Prpsap2,0.258,0.37,0.697297297,3.58E-07,-0.435013449
PVT-2,Scamp2,0.15,0.215,0.697674419,0.013994375,-0.458026966
PVT-2,Gm38085,0.247,0.354,0.697740113,1.27E-06,-0.423488171
PVT-2,Unc13c,0.217,0.311,0.697749196,5.59E-07,-0.682598974
PVT-3,Gria3,0.521,0.746,0.698391421,1.63E-13,-0.996770334
PVT-3,Rapgef4,0.653,0.935,0.698395722,2.84E-38,-1.106912336
PVT-2,L3mbtl1,0.19,0.272,0.698529412,0.000223542,-0.473798524
PVT-2,Dcaf17,0.269,0.385,0.698701299,1.70E-09,-0.579859373
PVT-3,Olfm3,0.596,0.853,0.698710434,2.77E-21,-1.068527207
PVT-4,Epha7,0.545,0.78,0.698717949,1.54E-27,-1.346964577
PVT-2,Qtrt1,0.188,0.269,0.698884758,0.000138919,-0.555812821
PVT-2,Nme5,0.144,0.206,0.699029126,0.044797766,-0.473021419
PVT-4,Edaradd,0.402,0.575,0.699130435,2.34E-05,-0.638297812
PVT-2,Lyn,0.277,0.396,0.699494949,1.51E-08,-0.486046484
PVT-2,Sycp2,0.361,0.516,0.699612403,6.31E-16,-0.575497484
PVT-2,Wscd1,0.285,0.407,0.7002457,1.67E-11,-0.640519436
PVT-2,Sh3gl3,0.302,0.431,0.700696056,5.75E-12,-0.577057879
PVT-2,Arhgap33,0.192,0.274,0.700729927,0.000271605,-0.480785037
PVT-2,Ankrd55,0.438,0.625,0.7008,2.72E-36,-0.849898031
PVT-2,Flna,0.171,0.244,0.700819672,0.002915053,-0.461426281
PVT-1,Pcdh15,0.579,0.826,0.700968523,3.76E-90,-1.748397692
PVT-4,Igsf9b,0.493,0.703,0.701280228,2.24E-15,-0.96639847
PVT-2,Ankrd34b,0.162,0.231,0.701298701,0.012558191,-0.366381041
PVT-4,Asap2,0.512,0.73,0.701369863,6.01E-18,-0.910603121
PVT-2,Leng9,0.261,0.372,0.701612903,3.85E-08,-0.495935811
PVT-2,Gm16894,0.174,0.248,0.701612903,0.001208569,-0.538513904
PVT-2,Rapgef5,0.414,0.59,0.701694915,2.38E-28,-0.739992142
PVT-4,Diras2,0.306,0.436,0.701834862,0.008280346,-0.6377433
PVT-2,Gm12002,0.186,0.265,0.701886792,0.000165326,-0.625954084
PVT-4,Tshz2,0.507,0.722,0.702216066,1.20E-18,-1.100027829
PVT-2,Gm29587,0.158,0.225,0.702222222,0.011389734,-0.459607741
PVT-2,Map1s,0.182,0.259,0.702702703,0.001397941,-0.452483092
PVT-2,Acad10,0.161,0.229,0.703056769,0.00710241,-0.501939545
PVT-3,Galnt18,0.543,0.772,0.703367876,6.45E-08,-0.710649869
PVT-2,Dpy19l1,0.285,0.405,0.703703704,2.49E-10,-0.505720793
PVT-3,C1qtnf4,0.366,0.52,0.703846154,0.000689794,-0.78920456
PVT-2,Gstz1,0.271,0.385,0.703896104,8.03E-08,-0.463766208
PVT-2,Cacng8,0.402,0.571,0.704028021,4.35E-24,-0.670710212
PVT-3,Grb14,0.581,0.825,0.704242424,7.54E-18,-0.873255115
PVT-2,Alg13,0.281,0.399,0.704260652,7.42E-10,-0.587397363
PVT-2,Gm15336,0.212,0.301,0.704318937,1.27E-05,-0.579095895
PVT-4,Kctd17,0.322,0.457,0.704595186,0.011368208,-0.631292355
PVT-4,Olfm2,0.413,0.586,0.704778157,1.76E-06,-0.678210876
PVT-3,Vangl1,0.404,0.573,0.705061082,0.000114673,-0.723164075
PVT-2,Gm10135,0.189,0.268,0.705223881,0.000532504,-0.463002462
PVT-2,Cyp7b1,0.359,0.509,0.705304519,5.90E-15,-0.546401554
PVT-3,Nr3c2,0.649,0.92,0.705434783,1.05E-39,-1.23209578
PVT-2,Ubxn11,0.175,0.248,0.705645161,0.001849702,-0.507649232
PVT-3,Mthfd1l,0.362,0.513,0.705653021,0.005761811,-0.704509023
PVT-2,Efl1,0.422,0.598,0.705685619,2.34E-22,-0.590410758
PVT-3,Sema6d,0.698,0.989,0.705763397,1.71E-118,-2.765990486
PVT-5,Gm13269,0.439,0.622,0.705787781,0.00017537,-0.720826257
PVT-2,Stx2,0.293,0.415,0.706024096,5.60E-10,-0.537677917
PVT-1,Gbe1,0.197,0.279,0.70609319,8.37E-05,-1.069689574
PVT-2,Ptpn13,0.363,0.514,0.706225681,4.80E-18,-0.639063653
PVT-5,Sulf1,0.476,0.674,0.706231454,3.20E-06,-0.918876241
PVT-4,Sipa1l2,0.32,0.453,0.706401766,0.017864285,-0.544282806
PVT-4,Epha10,0.438,0.62,0.706451613,8.45E-07,-0.646930782
PVT-2,Chsy1,0.239,0.338,0.707100592,1.12E-06,-0.510768913
PVT-2,Gnpda1,0.162,0.229,0.707423581,0.009962204,-0.50032758
PVT-2,Gm12339,0.167,0.236,0.707627119,0.007200731,-0.458649182
PVT-2,Gm19710,0.349,0.493,0.707910751,6.53E-13,-0.518627211
PVT-2,Tunar,0.24,0.339,0.707964602,7.85E-06,-0.418661749
PVT-2,Lrtm1,0.211,0.298,0.708053691,0.000152276,-0.480524086
PVT-2,Lman2l,0.325,0.459,0.708061002,9.90E-12,-0.518436399
PVT-4,Sh3rf3,0.587,0.829,0.708082027,3.86E-28,-1.028424475
PVT-2,Csad,0.233,0.329,0.708206687,1.81E-06,-0.563649565
PVT-3,Zbtb7c,0.362,0.511,0.708414873,0.005219251,-0.778930491
PVT-2,Bbs7,0.311,0.439,0.708428246,1.25E-10,-0.531174419
PVT-2,Tbc1d20,0.226,0.319,0.70846395,4.06E-05,-0.446523617
PVT-1,Col12a1,0.418,0.59,0.708474576,3.44E-28,-1.143566669
PVT-3,Ndst3,0.679,0.958,0.708768267,3.57E-56,-1.432894771
PVT-3,Cds1,0.415,0.585,0.709401709,3.82E-05,-0.76024357
PVT-2,Ece1,0.379,0.534,0.709737828,6.18E-17,-0.582342536
PVT-2,Nphp1,0.159,0.224,0.709821429,0.015876735,-0.504924594
PVT-1,Disp3,0.164,0.231,0.70995671,0.040111904,-0.694675405
PVT-2,Cacnb1,0.191,0.269,0.710037175,0.001979298,-0.421732191
PVT-2,Cnr1,0.316,0.445,0.71011236,1.11E-10,-0.50847198
PVT-2,Snupn,0.189,0.266,0.710526316,0.000720874,-0.531535302
PVT-1,Sirpa,0.236,0.332,0.710843373,4.23E-06,-0.750099721
PVT-2,Gm16105,0.229,0.322,0.711180124,6.39E-06,-0.502920941
PVT-2,Lca5l,0.207,0.291,0.711340206,0.000189421,-0.466911389
PVT-4,Peak1,0.419,0.589,0.711375212,7.41E-08,-0.810796515
PVT-2,Fam210b,0.212,0.298,0.711409396,0.000292454,-0.419757533
PVT-1,Utrn,0.466,0.655,0.711450382,1.97E-35,-1.086121351
PVT-2,Ccdc191,0.185,0.26,0.711538462,0.001309371,-0.537329901
PVT-2,Rxylt1,0.269,0.378,0.711640212,2.72E-06,-0.382206256
PVT-2,P2ry12,0.284,0.399,0.711779449,5.88E-09,-0.544454036
PVT-2,Nudt13,0.21,0.295,0.711864407,0.000272152,-0.45337872
PVT-4,Dnajc21,0.361,0.507,0.712031558,4.52E-05,-0.763099773
PVT-2,Kin,0.151,0.212,0.712264151,0.037273513,-0.516964767
PVT-2,Gm31323,0.156,0.219,0.712328767,0.037576011,-0.430309697
PVT-4,Neto2,0.325,0.456,0.712719298,0.037570382,-0.525543751
PVT-2,Gm43915,0.216,0.303,0.712871287,0.000248854,-0.448397154
PVT-2,Fam102b,0.358,0.502,0.71314741,2.67E-14,-0.547520601
PVT-5,Runx2,0.458,0.642,0.713395639,3.69E-07,-1.014378819
PVT-2,Slit1,0.406,0.569,0.713532513,4.88E-20,-0.594245225
PVT-2,Pld3,0.324,0.454,0.713656388,4.49E-10,-0.452147832
PVT-2,Hibch,0.379,0.531,0.713747646,1.86E-15,-0.547569101
PVT-1,Cemip2,0.235,0.329,0.714285714,3.53E-05,-0.670405146
PVT-2,Gm28375,0.315,0.441,0.714285714,1.49E-10,-0.530566623
PVT-2,Mttp,0.23,0.322,0.714285714,1.35E-05,-0.506555794
PVT-3,Zfp462,0.555,0.777,0.714285714,1.09E-11,-0.796003848
PVT-5,Snx9,0.443,0.62,0.714516129,4.02E-06,-0.901203276
PVT-2,Anxa7,0.323,0.452,0.71460177,8.14E-11,-0.517269642
PVT-3,Gulp1,0.536,0.75,0.714666667,1.98E-10,-0.88059414
PVT-1,Rbms1,0.524,0.733,0.714870396,3.76E-48,-1.104524436
PVT-2,Trpc5,0.667,0.933,0.714898178,1.77E-223,-1.59161003
PVT-3,Vwc2l,0.645,0.902,0.715077605,4.99E-25,-1.0110046
PVT-2,Gpr156,0.211,0.295,0.715254237,0.000453969,-0.407912626
PVT-2,Gm44643,0.322,0.45,0.715555556,7.38E-10,-0.474963397
PVT-2,Lrpap1,0.239,0.334,0.715568862,4.62E-05,-0.412458169
PVT-1,Sgcd,0.448,0.626,0.715654952,7.24E-26,-1.18158056
PVT-2,Micall1,0.219,0.306,0.715686275,3.61E-05,-0.506824127
PVT-4,Pdlim5,0.501,0.7,0.715714286,7.12E-08,-0.577043387
PVT-2,Rsph10b,0.197,0.275,0.716363636,0.002675128,-0.403621061
PVT-2,Pcdh1,0.349,0.487,0.716632444,3.84E-11,-0.457857278
PVT-3,Gm13629,0.6,0.837,0.716845878,1.46E-21,-1.045766209
PVT-3,Mgat4a,0.502,0.7,0.717142857,7.07E-09,-0.784579555
PVT-2,Inhba,0.203,0.283,0.717314488,0.001829847,-0.389472948
PVT-4,Pip4k2a,0.325,0.453,0.717439294,0.003566688,-0.707930198
PVT-1,Zfp385b,0.518,0.722,0.717451524,7.51E-43,-1.148869839
PVT-2,Eps8l1,0.188,0.262,0.717557252,0.005562506,-0.472311439
PVT-2,Gm42303,0.488,0.68,0.717647059,1.05E-36,-0.715861484
PVT-2,Tmem120b,0.234,0.326,0.717791411,0.00026421,-0.324527588
PVT-2,Dmac2l,0.173,0.241,0.717842324,0.010906526,-0.515716961
PVT-2,B3galt2,0.27,0.376,0.718085106,8.43E-08,-0.521073379
PVT-3,Stum,0.592,0.824,0.718446602,2.91E-22,-1.027850706
PVT-2,Cep63,0.194,0.27,0.718518519,0.002494629,-0.395785702
PVT-2,Fancc,0.314,0.437,0.718535469,1.05E-10,-0.57863715
PVT-2,Sema4b,0.161,0.224,0.71875,0.03904561,-0.473171708
PVT-2,Hdac6,0.248,0.345,0.71884058,2.75E-05,-0.394305734
PVT-2,Frmd4b,0.349,0.485,0.719587629,5.25E-11,-0.479677985
PVT-2,Fam228b,0.208,0.289,0.719723183,0.001221781,-0.415255486
PVT-2,Pnck,0.239,0.332,0.719879518,8.61E-05,-0.418290948
PVT-3,Dagla,0.347,0.482,0.719917012,0.000617154,-0.946400335
PVT-3,Plekha1,0.43,0.597,0.720268007,5.41E-05,-0.725159234
PVT-1,Rgma,0.206,0.286,0.72027972,0.002975903,-0.651784693
PVT-2,Gm49179,0.227,0.315,0.720634921,0.000176691,-0.456043084
PVT-2,Nudcd1,0.297,0.412,0.720873786,1.46E-07,-0.443359301
PVT-2,Usp11,0.318,0.441,0.721088435,3.38E-08,-0.423918654
PVT-2,Tjap1,0.212,0.294,0.721088435,0.000811914,-0.421404144
PVT-2,Lyrm4,0.22,0.305,0.721311475,0.000436371,-0.451635419
PVT-2,Psd2,0.215,0.298,0.72147651,0.00025644,-0.48808439
PVT-3,Rgs20,0.521,0.722,0.721606648,0.000163479,-0.598502808
PVT-4,Shisal1,0.485,0.672,0.72172619,6.61E-06,-0.52164283
PVT-2,Gm49961,0.244,0.338,0.721893491,1.15E-05,-0.48485565
PVT-2,Rab27a,0.291,0.403,0.722084367,1.86E-07,-0.446903974
PVT-2,Ankrd46,0.304,0.421,0.722090261,5.78E-08,-0.435430399
PVT-2,Map2k1,0.421,0.583,0.72212693,1.29E-19,-0.608424934
PVT-3,Ankrd27,0.385,0.533,0.722326454,0.018182989,-0.59565406
PVT-2,Stambpl1,0.289,0.4,0.7225,2.11E-06,-0.388179631
PVT-1,Dleu2,0.287,0.397,0.722921914,1.59E-07,-0.694040399
PVT-3,Ptpn5,0.525,0.726,0.723140496,1.14E-08,-0.742982983
PVT-2,Car8,0.298,0.412,0.723300971,1.97E-07,-0.448110786
PVT-2,Gm20721,0.204,0.282,0.723404255,0.001460614,-0.439709932
PVT-2,Mei4,0.225,0.311,0.723472669,0.000365889,-0.443176908
PVT-1,Gm15520,0.212,0.293,0.723549488,0.001979862,-0.677653635
PVT-2,Tmem150a,0.194,0.268,0.723880597,0.00350317,-0.46834998
PVT-2,Unk,0.26,0.359,0.724233983,1.09E-05,-0.39940218
PVT-4,Mb21d2,0.347,0.479,0.724425887,0.001220562,-0.709487811
PVT-2,Hdac7,0.376,0.519,0.724470135,3.13E-15,-0.591093044
PVT-2,Itgb3bp,0.3,0.414,0.724637681,8.77E-09,-0.51848097
PVT-2,Lrrc29,0.253,0.349,0.724928367,4.21E-05,-0.390686487
PVT-2,C2cd2l,0.253,0.349,0.724928367,0.000102892,-0.364318845
PVT-2,Vps37c,0.203,0.28,0.725,0.001123241,-0.504653028
PVT-2,Pnma3,0.203,0.28,0.725,0.003775015,-0.396698863
PVT-3,Il1rap,0.562,0.775,0.72516129,3.69E-09,-0.644522066
PVT-4,Ndrg1,0.328,0.452,0.725663717,0.011701067,-0.680392177
PVT-2,Epdr1,0.294,0.405,0.725925926,5.55E-07,-0.421466028
PVT-4,Ero1lb,0.51,0.702,0.726495726,1.90E-09,-0.648239488
PVT-2,Clcn2,0.189,0.26,0.726923077,0.007915957,-0.445808969
PVT-2,Gm50232,0.221,0.304,0.726973684,0.000280862,-0.510081302
PVT-1,Nhsl1,0.253,0.348,0.727011494,1.16E-06,-0.778843929
PVT-1,Adra1b,0.408,0.561,0.727272727,2.53E-17,-0.782649527
PVT-4,Mcf2,0.43,0.591,0.727580372,0.000714387,-0.51926563
PVT-2,Fbxo16,0.203,0.279,0.727598566,0.002945132,-0.455293827
PVT-2,Esr1,0.179,0.246,0.727642276,0.049586869,-0.35691019
PVT-3,Tshz3,0.385,0.529,0.72778828,0.002556598,-0.800382993
PVT-2,Gm48893,0.324,0.445,0.728089888,1.65E-09,-0.557042588
PVT-1,Arap2,0.209,0.287,0.728222997,0.001325437,-0.781892044
PVT-2,Gm14399,0.268,0.368,0.72826087,9.81E-06,-0.428821615
PVT-2,Nck2,0.386,0.53,0.728301887,4.49E-14,-0.522282511
PVT-2,Gm14443,0.193,0.265,0.728301887,0.010055429,-0.446610929
PVT-2,Tmem145,0.185,0.254,0.728346457,0.011983124,-0.465539838
PVT-2,Uba5,0.279,0.383,0.72845953,1.34E-06,-0.46489087
PVT-2,Kcnmb4,0.266,0.365,0.728767123,1.80E-06,-0.510414039
PVT-3,Dixdc1,0.57,0.782,0.728900256,7.02E-14,-0.838816881
PVT-3,Mef2c,0.683,0.937,0.728922092,1.37E-34,-1.033629401
PVT-3,Rasgrf1,0.694,0.952,0.728991597,2.31E-25,-0.811651602
PVT-2,Abhd6,0.382,0.524,0.729007634,6.62E-15,-0.593841595
PVT-2,Orai2,0.256,0.351,0.729344729,1.73E-05,-0.474170603
PVT-2,Gaa,0.408,0.559,0.729874776,1.66E-13,-0.479964854
PVT-2,Fam162a,0.206,0.282,0.730496454,0.002343293,-0.460530475
PVT-5,Vwc2l,0.656,0.898,0.730512249,4.32E-18,-0.945261452
PVT-2,Gm15398,0.266,0.364,0.730769231,8.73E-11,-1.312833504
PVT-2,Sfi1,0.334,0.457,0.730853392,8.38E-09,-0.446610929
PVT-2,Gm48239,0.204,0.279,0.731182796,0.005312207,-0.398513977
PVT-1,Slc35f4,0.381,0.521,0.731285988,5.49E-11,-0.647743833
PVT-2,Trim26,0.21,0.287,0.731707317,0.00749423,-0.385817089
